shop_id,date,day_of_week,shop_area_sq_ft,Shop_profile,revenue,quantity_sold
0,2021-12-10,0,580,1.0,25195,92
0,2021-12-11,2,580,1.0,32280,134
0,2021-12-12,3,580,1.0,18205,80
0,2021-12-13,1,580,1.0,21720,73
0,2021-12-14,5,580,1.0,21830,92
0,2021-12-15,6,580,1.0,15725,66
1,2021-10-15,0,637,nan,25315,118
1,2021-10-16,2,637,nan,29110,125
1,2021-10-17,3,637,nan,18105,94
1,2021-10-18,1,637,nan,45990,151
1,2021-10-19,5,637,nan,45600,172
1,2021-10-20,6,637,nan,34980,122
1,2021-10-21,4,637,nan,49835,174
1,2021-10-22,0,637,nan,29610,120
1,2021-10-23,2,637,nan,47890,179
1,2021-10-24,3,637,nan,24595,99
1,2021-10-25,1,637,nan,26140,108
1,2021-10-26,5,637,nan,27230,102
1,2021-10-27,6,637,nan,27560,114
1,2021-10-28,4,637,nan,22290,91
1,2021-10-29,0,637,nan,15130,72
1,2021-10-30,2,637,nan,17030,88
1,2021-10-31,3,637,nan,19720,89
1,2021-11-01,1,637,nan,9790,44
1,2021-11-02,5,637,nan,12290,73
1,2021-11-03,6,637,nan,9400,59
1,2021-11-04,4,637,nan,17800,78
1,2021-11-05,0,637,nan,9520,53
1,2021-11-06,2,637,nan,15830,69
1,2021-11-07,3,637,nan,6975,43
1,2021-11-08,1,637,nan,7065,41
1,2021-11-09,5,637,nan,11920,62
1,2021-11-10,6,637,nan,24360,96
1,2021-11-11,4,637,nan,13620,62
1,2021-11-12,0,637,nan,15925,94
1,2021-11-13,2,637,nan,36250,148
1,2021-11-14,3,637,nan,20745,122
1,2021-11-15,1,637,nan,5600,30
1,2021-11-16,5,637,nan,13160,61
1,2021-11-17,6,637,nan,23675,104
1,2021-11-18,4,637,nan,24610,124
1,2021-11-19,0,637,nan,14640,66
1,2021-11-20,2,637,nan,20060,76
1,2021-11-21,3,637,nan,19055,94
1,2021-11-22,1,637,nan,9420,53
1,2021-11-23,5,637,nan,12450,74
1,2021-11-24,6,637,nan,19200,66
1,2021-11-25,4,637,nan,16480,75
1,2021-11-26,0,637,nan,75820,222
1,2021-11-27,2,637,nan,86985,268
1,2021-11-28,3,637,nan,76805,217
1,2021-11-29,1,637,nan,60415,183
1,2021-11-30,5,637,nan,53130,139
1,2021-12-01,6,637,nan,36220,116
1,2021-12-02,4,637,nan,48125,164
1,2021-12-03,0,637,nan,52410,189
1,2021-12-04,2,637,nan,46965,169
1,2021-12-05,3,637,nan,45260,156
1,2021-12-06,1,637,nan,47140,130
1,2021-12-07,5,637,nan,63550,190
1,2021-12-08,6,637,nan,55145,172
1,2021-12-09,4,637,nan,73015,209
1,2021-12-10,0,637,nan,58295,198
1,2021-12-11,2,637,nan,81820,285
1,2021-12-12,3,637,nan,51085,181
1,2021-12-13,1,637,nan,28330,90
1,2021-12-14,5,637,nan,26655,111
1,2021-12-15,6,637,nan,29820,121
2,2021-10-15,0,810,3.0,20145,93
2,2021-10-16,2,810,3.0,25280,91
2,2021-10-17,3,810,3.0,17650,80
2,2021-10-18,1,810,3.0,36715,156
2,2021-10-19,5,810,3.0,33465,142
2,2021-10-20,6,810,3.0,28420,109
2,2021-10-21,4,810,3.0,18490,83
2,2021-10-22,0,810,3.0,23635,110
2,2021-10-23,2,810,3.0,22705,109
2,2021-10-24,3,810,3.0,25755,117
2,2021-10-25,1,810,3.0,15145,67
2,2021-10-26,5,810,3.0,18875,66
2,2021-10-27,6,810,3.0,27630,122
2,2021-10-28,4,810,3.0,17585,74
2,2021-10-29,0,810,3.0,14955,86
2,2021-10-30,2,810,3.0,13260,68
2,2021-10-31,3,810,3.0,9400,65
2,2021-11-01,1,810,3.0,8295,43
2,2021-11-02,5,810,3.0,13630,62
2,2021-11-03,6,810,3.0,15830,78
2,2021-11-04,4,810,3.0,8250,50
2,2021-11-05,0,810,3.0,12900,66
2,2021-11-06,2,810,3.0,14750,85
2,2021-11-07,3,810,3.0,6030,41
2,2021-11-08,1,810,3.0,8735,45
2,2021-11-09,5,810,3.0,9485,56
2,2021-11-10,6,810,3.0,14915,68
2,2021-11-11,4,810,3.0,15050,72
2,2021-11-12,0,810,3.0,16105,79
2,2021-11-13,2,810,3.0,21885,100
2,2021-11-14,3,810,3.0,11765,73
2,2021-11-15,1,810,3.0,10250,57
2,2021-11-16,5,810,3.0,8415,38
2,2021-11-17,6,810,3.0,15010,90
2,2021-11-18,4,810,3.0,14335,81
2,2021-11-19,0,810,3.0,13335,80
2,2021-11-20,2,810,3.0,25960,117
2,2021-11-21,3,810,3.0,13040,65
2,2021-11-22,1,810,3.0,16075,89
2,2021-11-23,5,810,3.0,8630,50
2,2021-11-24,6,810,3.0,6165,34
2,2021-11-25,4,810,3.0,10920,65
2,2021-11-26,0,810,3.0,57210,176
2,2021-11-27,2,810,3.0,51900,176
2,2021-11-28,3,810,3.0,21720,100
2,2021-11-29,1,810,3.0,8880,56
2,2021-11-30,5,810,3.0,14230,68
2,2021-12-01,6,810,3.0,34620,97
2,2021-12-02,4,810,3.0,39740,128
2,2021-12-03,0,810,3.0,34960,125
2,2021-12-04,2,810,3.0,45405,139
2,2021-12-05,3,810,3.0,29900,125
2,2021-12-06,1,810,3.0,16160,70
2,2021-12-07,5,810,3.0,13760,66
2,2021-12-08,6,810,3.0,20375,89
2,2021-12-09,4,810,3.0,38685,126
2,2021-12-10,0,810,3.0,38705,147
2,2021-12-11,2,810,3.0,52855,185
2,2021-12-12,3,810,3.0,33500,131
2,2021-12-13,1,810,3.0,37880,115
2,2021-12-14,5,810,3.0,17295,70
2,2021-12-15,6,810,3.0,8950,51
3,2021-10-15,0,516,1.0,35125,136
3,2021-10-16,2,516,1.0,28945,110
3,2021-10-17,3,516,1.0,39330,141
3,2021-10-18,1,516,1.0,16215,85
3,2021-10-19,5,516,1.0,17790,94
3,2021-10-20,6,516,1.0,21005,105
3,2021-10-21,4,516,1.0,15545,70
3,2021-10-22,0,516,1.0,27570,113
3,2021-10-23,2,516,1.0,20520,104
3,2021-10-24,3,516,1.0,23320,110
3,2021-10-25,1,516,1.0,17105,84
3,2021-10-26,5,516,1.0,14345,70
3,2021-10-27,6,516,1.0,9150,47
3,2021-10-28,4,516,1.0,12090,50
3,2021-10-29,0,516,1.0,19255,86
3,2021-10-30,2,516,1.0,11485,63
3,2021-10-31,3,516,1.0,11310,68
3,2021-11-01,1,516,1.0,7220,39
3,2021-11-02,5,516,1.0,18410,83
3,2021-11-03,6,516,1.0,11880,59
3,2021-11-04,4,516,1.0,12000,63
3,2021-11-05,0,516,1.0,12750,77
3,2021-11-06,2,516,1.0,14375,86
3,2021-11-07,3,516,1.0,16310,79
3,2021-11-08,1,516,1.0,4830,30
3,2021-11-09,5,516,1.0,5315,34
3,2021-11-10,6,516,1.0,6540,39
3,2021-11-11,4,516,1.0,10005,47
3,2021-11-12,0,516,1.0,15040,84
3,2021-11-13,2,516,1.0,13795,65
3,2021-11-14,3,516,1.0,12355,61
3,2021-11-15,1,516,1.0,7335,45
3,2021-11-16,5,516,1.0,10480,49
3,2021-11-17,6,516,1.0,12065,61
3,2021-11-18,4,516,1.0,15440,75
3,2021-11-19,0,516,1.0,13670,71
3,2021-11-20,2,516,1.0,23670,102
3,2021-11-21,3,516,1.0,16725,94
3,2021-11-22,1,516,1.0,12260,56
3,2021-11-23,5,516,1.0,7065,39
3,2021-11-24,6,516,1.0,8155,44
3,2021-11-25,4,516,1.0,9020,48
3,2021-11-26,0,516,1.0,27065,111
3,2021-11-27,2,516,1.0,30570,135
3,2021-11-28,3,516,1.0,31580,119
3,2021-11-29,1,516,1.0,20320,81
3,2021-11-30,5,516,1.0,31190,90
3,2021-12-01,6,516,1.0,20955,89
3,2021-12-02,4,516,1.0,28780,92
3,2021-12-03,0,516,1.0,21175,103
3,2021-12-04,2,516,1.0,35960,109
3,2021-12-05,3,516,1.0,37085,130
3,2021-12-06,1,516,1.0,25490,74
3,2021-12-07,5,516,1.0,26330,103
3,2021-12-08,6,516,1.0,30770,99
3,2021-12-09,4,516,1.0,18235,65
3,2021-12-10,0,516,1.0,33125,136
3,2021-12-11,2,516,1.0,56935,185
3,2021-12-12,3,516,1.0,42320,184
3,2021-12-13,1,516,1.0,27090,115
3,2021-12-14,5,516,1.0,37590,132
3,2021-12-15,6,516,1.0,29665,103
4,2021-10-15,0,617,1.0,27950,109
4,2021-10-16,2,617,1.0,32005,139
4,2021-10-17,3,617,1.0,17130,81
4,2021-10-18,1,617,1.0,26170,126
4,2021-10-19,5,617,1.0,33150,140
4,2021-10-20,6,617,1.0,21400,99
4,2021-10-21,4,617,1.0,18975,87
4,2021-10-22,0,617,1.0,25030,106
4,2021-10-23,2,617,1.0,33595,148
4,2021-10-24,3,617,1.0,28095,128
4,2021-10-25,1,617,1.0,21030,101
4,2021-10-26,5,617,1.0,17460,83
4,2021-10-27,6,617,1.0,12995,73
4,2021-10-28,4,617,1.0,25900,113
4,2021-10-29,0,617,1.0,36980,162
4,2021-10-30,2,617,1.0,20970,104
4,2021-10-31,3,617,1.0,27440,139
4,2021-11-01,1,617,1.0,12830,73
4,2021-11-02,5,617,1.0,15995,82
4,2021-11-03,6,617,1.0,18330,82
4,2021-11-04,4,617,1.0,20455,84
4,2021-11-05,0,617,1.0,15800,78
4,2021-11-06,2,617,1.0,18150,84
4,2021-11-07,3,617,1.0,12710,65
4,2021-11-08,1,617,1.0,11210,49
4,2021-11-09,5,617,1.0,8090,34
4,2021-11-10,6,617,1.0,10300,50
4,2021-11-11,4,617,1.0,13820,71
4,2021-11-12,0,617,1.0,16615,84
4,2021-11-13,2,617,1.0,15240,87
4,2021-11-14,3,617,1.0,17520,79
4,2021-11-15,1,617,1.0,12260,57
4,2021-11-16,5,617,1.0,7430,48
4,2021-11-17,6,617,1.0,12910,62
4,2021-11-18,4,617,1.0,20670,96
4,2021-11-19,0,617,1.0,10460,51
4,2021-11-20,2,617,1.0,15260,77
4,2021-11-21,3,617,1.0,19470,100
4,2021-11-22,1,617,1.0,5925,31
4,2021-11-23,5,617,1.0,3495,26
4,2021-11-24,6,617,1.0,6330,31
4,2021-11-25,4,617,1.0,7225,47
4,2021-11-26,0,617,1.0,21800,99
4,2021-11-27,2,617,1.0,30020,123
4,2021-11-28,3,617,1.0,41460,165
4,2021-11-29,1,617,1.0,14625,59
4,2021-11-30,5,617,1.0,20860,90
4,2021-12-01,6,617,1.0,18250,90
4,2021-12-02,4,617,1.0,23930,113
4,2021-12-03,0,617,1.0,28750,140
4,2021-12-04,2,617,1.0,23990,115
4,2021-12-05,3,617,1.0,26035,125
4,2021-12-06,1,617,1.0,11230,52
4,2021-12-07,5,617,1.0,21785,92
4,2021-12-08,6,617,1.0,16350,82
4,2021-12-09,4,617,1.0,19130,92
4,2021-12-10,0,617,1.0,21975,103
4,2021-12-11,2,617,1.0,43340,183
4,2021-12-12,3,617,1.0,37980,154
4,2021-12-13,1,617,1.0,13950,65
4,2021-12-14,5,617,1.0,19725,83
4,2021-12-15,6,617,1.0,21590,91
5,2021-10-15,0,676,1.0,21890,84
5,2021-10-16,2,676,1.0,17130,81
5,2021-10-17,3,676,1.0,23995,118
5,2021-10-18,1,676,1.0,20585,101
5,2021-10-19,5,676,1.0,37575,151
5,2021-10-20,6,676,1.0,16510,78
5,2021-10-21,4,676,1.0,13380,65
5,2021-10-22,0,676,1.0,16165,79
5,2021-10-23,2,676,1.0,34170,130
5,2021-10-24,3,676,1.0,13570,75
5,2021-10-25,1,676,1.0,20330,85
5,2021-10-26,5,676,1.0,15765,81
5,2021-10-27,6,676,1.0,23735,93
5,2021-10-28,4,676,1.0,16090,65
5,2021-10-29,0,676,1.0,12880,60
5,2021-10-30,2,676,1.0,12625,52
5,2021-10-31,3,676,1.0,11050,64
5,2021-11-01,1,676,1.0,8275,56
5,2021-11-02,5,676,1.0,6880,40
5,2021-11-03,6,676,1.0,10825,53
5,2021-11-04,4,676,1.0,15255,77
5,2021-11-05,0,676,1.0,13800,69
5,2021-11-06,2,676,1.0,12640,71
5,2021-11-07,3,676,1.0,10840,57
5,2021-11-08,1,676,1.0,7260,51
5,2021-11-09,5,676,1.0,6370,37
5,2021-11-10,6,676,1.0,6850,40
5,2021-11-11,4,676,1.0,10425,59
5,2021-11-12,0,676,1.0,19650,94
5,2021-11-13,2,676,1.0,18110,92
5,2021-11-14,3,676,1.0,17975,90
5,2021-11-15,1,676,1.0,8895,47
5,2021-11-16,5,676,1.0,12865,61
5,2021-11-17,6,676,1.0,13470,58
5,2021-11-18,4,676,1.0,14705,82
5,2021-11-19,0,676,1.0,17290,79
5,2021-11-20,2,676,1.0,17465,84
5,2021-11-21,3,676,1.0,16880,92
5,2021-11-22,1,676,1.0,15850,95
5,2021-11-23,5,676,1.0,11740,66
5,2021-11-24,6,676,1.0,10225,55
5,2021-11-25,4,676,1.0,10850,63
5,2021-11-26,0,676,1.0,30130,117
5,2021-11-27,2,676,1.0,37330,135
5,2021-11-28,3,676,1.0,41035,122
5,2021-11-29,1,676,1.0,24365,93
5,2021-11-30,5,676,1.0,22805,84
5,2021-12-01,6,676,1.0,21820,89
5,2021-12-02,4,676,1.0,20325,90
5,2021-12-03,0,676,1.0,30090,121
5,2021-12-04,2,676,1.0,29900,140
5,2021-12-05,3,676,1.0,39700,140
5,2021-12-06,1,676,1.0,34470,102
5,2021-12-07,5,676,1.0,18785,79
5,2021-12-08,6,676,1.0,19810,87
5,2021-12-09,4,676,1.0,20045,84
5,2021-12-10,0,676,1.0,42410,159
5,2021-12-11,2,676,1.0,41040,178
5,2021-12-12,3,676,1.0,32020,140
5,2021-12-13,1,676,1.0,31070,111
5,2021-12-14,5,676,1.0,22060,101
5,2021-12-15,6,676,1.0,20475,83
6,2021-10-15,0,617,1.0,28960,118
6,2021-10-16,2,617,1.0,23020,97
6,2021-10-17,3,617,1.0,19595,79
6,2021-10-18,1,617,1.0,25905,105
6,2021-10-19,5,617,1.0,17090,86
6,2021-10-20,6,617,1.0,26125,112
6,2021-10-21,4,617,1.0,20170,94
6,2021-10-22,0,617,1.0,23300,115
6,2021-10-23,2,617,1.0,32460,130
6,2021-10-24,3,617,1.0,14095,66
6,2021-10-25,1,617,1.0,21210,79
6,2021-10-26,5,617,1.0,20985,73
6,2021-10-27,6,617,1.0,25675,102
6,2021-10-28,4,617,1.0,19695,79
6,2021-10-29,0,617,1.0,11360,61
6,2021-10-30,2,617,1.0,15985,72
6,2021-10-31,3,617,1.0,7590,50
6,2021-11-01,1,617,1.0,4205,25
6,2021-11-02,5,617,1.0,10085,57
6,2021-11-03,6,617,1.0,6890,41
6,2021-11-04,4,617,1.0,8550,46
6,2021-11-05,0,617,1.0,6150,33
6,2021-11-06,2,617,1.0,20890,75
6,2021-11-07,3,617,1.0,6230,36
6,2021-11-08,1,617,1.0,6980,35
6,2021-11-09,5,617,1.0,5660,34
6,2021-11-10,6,617,1.0,10640,48
6,2021-11-11,4,617,1.0,12370,57
6,2021-11-12,0,617,1.0,22430,81
6,2021-11-13,2,617,1.0,19070,76
6,2021-11-14,3,617,1.0,12460,69
6,2021-11-15,1,617,1.0,9360,46
6,2021-11-16,5,617,1.0,5440,28
6,2021-11-17,6,617,1.0,7440,46
6,2021-11-18,4,617,1.0,19690,100
6,2021-11-19,0,617,1.0,12600,77
6,2021-11-20,2,617,1.0,16495,102
6,2021-11-21,3,617,1.0,9000,60
6,2021-11-22,1,617,1.0,12415,71
6,2021-11-23,5,617,1.0,7655,42
6,2021-11-24,6,617,1.0,6425,31
6,2021-11-25,4,617,1.0,9570,48
6,2021-11-26,0,617,1.0,55860,162
6,2021-11-27,2,617,1.0,53550,145
6,2021-11-28,3,617,1.0,38335,130
6,2021-11-29,1,617,1.0,29565,111
6,2021-11-30,5,617,1.0,32010,95
6,2021-12-01,6,617,1.0,42700,139
6,2021-12-02,4,617,1.0,28520,103
6,2021-12-03,0,617,1.0,52755,134
6,2021-12-04,2,617,1.0,19490,75
6,2021-12-05,3,617,1.0,46250,132
6,2021-12-06,1,617,1.0,32600,95
6,2021-12-07,5,617,1.0,42720,138
6,2021-12-08,6,617,1.0,26110,97
6,2021-12-09,4,617,1.0,76850,177
6,2021-12-10,0,617,1.0,40220,121
6,2021-12-11,2,617,1.0,37845,157
6,2021-12-12,3,617,1.0,49165,170
6,2021-12-13,1,617,1.0,25620,87
6,2021-12-14,5,617,1.0,40120,133
6,2021-12-15,6,617,1.0,17985,74
7,2021-12-10,0,678,2.0,20715,82
7,2021-12-11,2,678,2.0,42495,172
7,2021-12-12,3,678,2.0,8530,46
7,2021-12-13,1,678,2.0,3625,20
7,2021-12-14,5,678,2.0,8560,45
7,2021-12-15,6,678,2.0,7700,33
8,2021-10-15,0,676,3.0,13655,83
8,2021-10-16,2,676,3.0,23380,111
8,2021-10-17,3,676,3.0,18760,110
8,2021-10-18,1,676,3.0,30310,132
8,2021-10-19,5,676,3.0,30650,145
8,2021-10-20,6,676,3.0,26270,111
8,2021-10-21,4,676,3.0,23325,114
8,2021-10-22,0,676,3.0,23265,113
8,2021-10-23,2,676,3.0,28300,144
8,2021-10-24,3,676,3.0,25255,118
8,2021-10-25,1,676,3.0,20455,92
8,2021-10-26,5,676,3.0,13155,71
8,2021-10-27,6,676,3.0,29060,113
8,2021-10-28,4,676,3.0,15760,77
8,2021-10-29,0,676,3.0,16105,81
8,2021-10-30,2,676,3.0,14205,84
8,2021-10-31,3,676,3.0,22825,106
8,2021-11-01,1,676,3.0,14475,70
8,2021-11-02,5,676,3.0,16480,84
8,2021-11-03,6,676,3.0,6040,47
8,2021-11-04,4,676,3.0,15225,86
8,2021-11-05,0,676,3.0,11700,75
8,2021-11-06,2,676,3.0,15340,86
8,2021-11-07,3,676,3.0,10160,51
8,2021-11-08,1,676,3.0,7780,54
8,2021-11-09,5,676,3.0,12440,64
8,2021-11-10,6,676,3.0,13200,68
8,2021-11-11,4,676,3.0,11075,81
8,2021-11-12,0,676,3.0,8780,54
8,2021-11-13,2,676,3.0,18835,87
8,2021-11-14,3,676,3.0,13860,61
8,2021-11-15,1,676,3.0,10680,55
8,2021-11-16,5,676,3.0,8570,51
8,2021-11-17,6,676,3.0,15510,77
8,2021-11-18,4,676,3.0,12750,79
8,2021-11-19,0,676,3.0,9740,55
8,2021-11-20,2,676,3.0,17990,91
8,2021-11-21,3,676,3.0,14535,67
8,2021-11-22,1,676,3.0,12630,70
8,2021-11-23,5,676,3.0,9570,54
8,2021-11-24,6,676,3.0,9235,46
8,2021-11-25,4,676,3.0,11045,52
8,2021-11-26,0,676,3.0,40790,158
8,2021-11-27,2,676,3.0,27740,133
8,2021-11-28,3,676,3.0,32675,155
8,2021-11-29,1,676,3.0,23130,105
8,2021-11-30,5,676,3.0,24910,115
8,2021-12-01,6,676,3.0,43340,168
8,2021-12-02,4,676,3.0,25585,126
8,2021-12-03,0,676,3.0,28200,129
8,2021-12-04,2,676,3.0,33245,151
8,2021-12-05,3,676,3.0,24055,123
8,2021-12-06,1,676,3.0,23135,101
8,2021-12-07,5,676,3.0,21620,86
8,2021-12-08,6,676,3.0,17820,85
8,2021-12-09,4,676,3.0,28955,122
8,2021-12-10,0,676,3.0,55485,201
8,2021-12-11,2,676,3.0,54750,225
8,2021-12-12,3,676,3.0,39175,190
8,2021-12-13,1,676,3.0,35105,127
8,2021-12-14,5,676,3.0,32015,118
8,2021-12-15,6,676,3.0,27615,122
9,2021-10-15,0,617,2.0,19130,94
9,2021-10-16,2,617,2.0,31230,139
9,2021-10-17,3,617,2.0,31545,140
9,2021-10-18,1,617,2.0,33720,130
9,2021-10-19,5,617,2.0,43950,209
9,2021-10-20,6,617,2.0,22710,107
9,2021-10-21,4,617,2.0,12810,75
9,2021-10-22,0,617,2.0,17165,88
9,2021-10-23,2,617,2.0,33905,163
9,2021-10-24,3,617,2.0,19075,104
9,2021-10-25,1,617,2.0,21240,101
9,2021-10-26,5,617,2.0,12090,59
9,2021-10-27,6,617,2.0,16965,89
9,2021-10-28,4,617,2.0,26470,92
9,2021-10-29,0,617,2.0,13470,76
9,2021-10-30,2,617,2.0,24700,120
9,2021-10-31,3,617,2.0,18585,91
9,2021-11-01,1,617,2.0,9065,49
9,2021-11-02,5,617,2.0,11055,61
9,2021-11-03,6,617,2.0,10520,57
9,2021-11-04,4,617,2.0,15695,88
9,2021-11-05,0,617,2.0,12485,67
9,2021-11-06,2,617,2.0,25345,113
9,2021-11-07,3,617,2.0,13280,88
9,2021-11-08,1,617,2.0,6350,38
9,2021-11-09,5,617,2.0,9865,51
9,2021-11-10,6,617,2.0,10600,59
9,2021-11-11,4,617,2.0,18710,90
9,2021-11-12,0,617,2.0,13250,74
9,2021-11-13,2,617,2.0,21540,122
9,2021-11-14,3,617,2.0,22430,97
9,2021-11-15,1,617,2.0,9220,47
9,2021-11-16,5,617,2.0,5740,27
9,2021-11-17,6,617,2.0,20490,103
9,2021-11-18,4,617,2.0,28340,142
9,2021-11-19,0,617,2.0,14260,77
9,2021-11-20,2,617,2.0,16985,100
9,2021-11-21,3,617,2.0,16705,99
9,2021-11-22,1,617,2.0,15715,85
9,2021-11-23,5,617,2.0,8210,44
9,2021-11-24,6,617,2.0,11260,51
9,2021-11-25,4,617,2.0,5010,32
9,2021-11-26,0,617,2.0,27780,119
9,2021-11-27,2,617,2.0,54285,223
9,2021-11-28,3,617,2.0,27490,142
9,2021-11-29,1,617,2.0,20270,86
9,2021-11-30,5,617,2.0,20910,106
9,2021-12-01,6,617,2.0,28645,116
9,2021-12-02,4,617,2.0,22120,109
9,2021-12-03,0,617,2.0,31950,152
9,2021-12-04,2,617,2.0,37135,176
9,2021-12-05,3,617,2.0,23185,105
9,2021-12-06,1,617,2.0,23230,97
9,2021-12-07,5,617,2.0,16330,70
9,2021-12-08,6,617,2.0,23520,107
9,2021-12-09,4,617,2.0,30285,125
9,2021-12-10,0,617,2.0,42870,188
9,2021-12-11,2,617,2.0,49180,240
9,2021-12-12,3,617,2.0,28845,121
9,2021-12-13,1,617,2.0,27700,102
9,2021-12-14,5,617,2.0,19330,81
9,2021-12-15,6,617,2.0,23885,100
10,2021-10-15,0,617,3.0,48090,226
10,2021-10-16,2,617,3.0,41435,198
10,2021-10-17,3,617,3.0,47645,235
10,2021-10-18,1,617,3.0,26675,134
10,2021-10-19,5,617,3.0,42350,216
10,2021-10-20,6,617,3.0,33470,145
10,2021-10-21,4,617,3.0,37140,139
10,2021-10-22,0,617,3.0,29820,121
10,2021-10-23,2,617,3.0,52260,251
10,2021-10-24,3,617,3.0,35170,155
10,2021-10-25,1,617,3.0,31360,152
10,2021-10-26,5,617,3.0,23685,124
10,2021-10-27,6,617,3.0,28370,116
10,2021-10-28,4,617,3.0,30650,130
10,2021-10-29,0,617,3.0,30610,144
10,2021-10-30,2,617,3.0,42435,177
10,2021-10-31,3,617,3.0,22120,107
10,2021-11-01,1,617,3.0,16460,102
10,2021-11-02,5,617,3.0,30830,165
10,2021-11-03,6,617,3.0,21245,104
10,2021-11-04,4,617,3.0,38605,145
10,2021-11-05,0,617,3.0,32055,163
10,2021-11-06,2,617,3.0,31420,167
10,2021-11-07,3,617,3.0,23740,118
10,2021-11-08,1,617,3.0,12660,73
10,2021-11-09,5,617,3.0,18775,92
10,2021-11-10,6,617,3.0,17070,83
10,2021-11-11,4,617,3.0,25415,135
10,2021-11-12,0,617,3.0,29935,135
10,2021-11-13,2,617,3.0,35995,178
10,2021-11-14,3,617,3.0,37350,170
10,2021-11-15,1,617,3.0,11880,65
10,2021-11-16,5,617,3.0,18710,102
10,2021-11-17,6,617,3.0,26425,138
10,2021-11-18,4,617,3.0,25930,115
10,2021-11-19,0,617,3.0,32530,154
10,2021-11-20,2,617,3.0,33775,165
10,2021-11-21,3,617,3.0,27680,133
10,2021-11-22,1,617,3.0,20255,90
10,2021-11-23,5,617,3.0,16310,86
10,2021-11-24,6,617,3.0,17720,92
10,2021-11-25,4,617,3.0,26890,116
10,2021-11-26,0,617,3.0,44460,189
10,2021-11-27,2,617,3.0,65020,276
10,2021-11-28,3,617,3.0,54975,240
10,2021-11-29,1,617,3.0,27145,105
10,2021-11-30,5,617,3.0,42770,148
10,2021-12-01,6,617,3.0,35515,152
10,2021-12-02,4,617,3.0,53070,215
10,2021-12-03,0,617,3.0,46775,183
10,2021-12-04,2,617,3.0,70885,276
10,2021-12-05,3,617,3.0,62445,270
10,2021-12-06,1,617,3.0,26365,119
10,2021-12-07,5,617,3.0,34935,141
10,2021-12-08,6,617,3.0,28255,125
10,2021-12-09,4,617,3.0,36170,146
10,2021-12-10,0,617,3.0,52035,242
10,2021-12-11,2,617,3.0,75800,330
10,2021-12-12,3,617,3.0,55100,232
10,2021-12-13,1,617,3.0,21150,94
10,2021-12-14,5,617,3.0,34380,138
10,2021-12-15,6,617,3.0,38345,151
11,2021-10-15,0,336,1.0,13250,63
11,2021-10-16,2,336,1.0,10730,59
11,2021-10-17,3,336,1.0,13750,59
11,2021-10-18,1,336,1.0,14610,52
11,2021-10-19,5,336,1.0,13010,68
11,2021-10-20,6,336,1.0,7360,38
11,2021-10-21,4,336,1.0,10070,51
11,2021-10-22,0,336,1.0,12820,63
11,2021-10-23,2,336,1.0,12660,71
