shop_id,date,day_of_week,shop_area_sq_ft,Shop_profile,revenue,quantity_sold,month,day,year,revenue_lag1,quantity_sold_lag1,revenue_7d_mean,quantity_sold_7d_mean,revenue_14d_mean,quantity_sold_14d_mean,revenue_30d_mean,quantity_sold_30d_mean,revenue_7d_sum,quantity_sold_7d_sum,revenue_14d_sum,quantity_sold_14d_sum,revenue_30d_sum,quantity_sold_30d_sum,revenue_7d_median,quantity_sold_7d_median,revenue_14d_median,quantity_sold_14d_median,revenue_30d_median,quantity_sold_30d_median,area_sold_interaction
1,2021-11-20,2,637,,20060,76,11,20,2021,14640.0,66.0,17498.571428571428,83.28571428571429,17043.214285714286,80.64285714285714,19014.333333333332,85.56666666666666,122490.0,583.0,238605.0,1129.0,570430.0,2567.0,20060.0,76.0,15282.5,71.0,17415.0,83.0,48412
1,2021-11-21,3,637,,19055,94,11,21,2021,20060.0,76.0,17257.14285714286,79.28571428571429,17906.071428571428,84.28571428571429,18662.5,84.7,120800.0,555.0,250685.0,1180.0,559875.0,2541.0,19055.0,76.0,17490.0,85.0,17415.0,83.0,59878
1,2021-11-22,1,637,,9420,53,11,22,2021,19055.0,94.0,17802.85714285714,82.57142857142857,18074.285714285714,85.14285714285714,17380.166666666668,80.5,124620.0,578.0,253040.0,1192.0,521405.0,2415.0,19055.0,76.0,17490.0,85.0,16477.5,77.0,33761
1,2021-11-23,5,637,,12450,74,11,23,2021,9420.0,53.0,17701.428571428572,84.42857142857143,18112.14285714286,86.0,16975.333333333332,79.66666666666667,123910.0,591.0,253570.0,1204.0,509260.0,2390.0,19055.0,76.0,17490.0,85.0,15877.5,75.0,47138
1,2021-11-24,6,637,,19200,66,11,24,2021,12450.0,74.0,17062.14285714286,79.0,17743.571428571428,83.85714285714286,16744.0,78.26666666666667,119435.0,553.0,248410.0,1174.0,502320.0,2348.0,19055.0,74.0,17490.0,75.0,15877.5,73.5,42042
1,2021-11-25,4,637,,16480,75,11,25,2021,19200.0,66.0,15900.714285714286,72.0,17947.85714285714,84.78571428571429,16385.666666666668,77.36666666666666,111305.0,504.0,251270.0,1187.0,491570.0,2321.0,16480.0,74.0,17767.5,75.5,15877.5,73.5,47775
1,2021-11-26,0,637,,75820,222,11,26,2021,16480.0,75.0,24640.714285714286,94.28571428571429,22226.071428571428,93.92857142857143,17994.333333333332,80.96666666666667,172485.0,660.0,311165.0,1315.0,539830.0,2429.0,19055.0,75.0,19127.5,75.5,15877.5,73.5,141414
1,2021-11-27,2,637,,86985,268,11,27,2021,75820.0,222.0,34201.42857142857,121.71428571428571,25850.0,102.5,20150.833333333332,86.86666666666666,239410.0,852.0,361900.0,1435.0,604525.0,2606.0,19055.0,75.0,19127.5,75.5,15877.5,73.5,170716
1,2021-11-28,3,637,,76805,217,11,28,2021,86985.0,268.0,42451.42857142857,139.28571428571428,29854.285714285714,109.28571428571429,22206.666666666668,91.7,297160.0,975.0,417960.0,1530.0,666200.0,2751.0,19200.0,75.0,19127.5,75.5,16202.5,74.5,138229
1,2021-11-29,1,637,,60415,183,11,29,2021,76805.0,217.0,49736.42857142857,157.85714285714286,33769.642857142855,120.21428571428571,23652.833333333332,94.86666666666666,348155.0,1105.0,472775.0,1683.0,709585.0,2846.0,60415.0,183.0,19630.0,85.0,16202.5,74.5,116571
1,2021-11-30,5,637,,53130,139,11,30,2021,60415.0,183.0,55547.857142857145,167.14285714285714,36624.642857142855,125.78571428571429,24766.5,96.53333333333333,388835.0,1170.0,512745.0,1761.0,742995.0,2896.0,60415.0,183.0,21867.5,99.0,16202.5,74.5,88543
1,2021-12-01,6,637,,36220,116,12,1,2021,53130.0,139.0,57979.28571428572,174.28571428571428,37520.71428571428,126.64285714285714,25647.5,98.93333333333334,405855.0,1220.0,525290.0,1773.0,769425.0,2968.0,60415.0,183.0,22335.0,105.0,17140.0,75.5,73892
1,2021-12-02,4,637,,48125,164,12,2,2021,36220.0,116.0,62500.0,187.0,39200.357142857145,129.5,26842.0,101.96666666666667,437500.0,1309.0,548805.0,1813.0,805260.0,3059.0,60415.0,183.0,28140.0,105.0,18427.5,77.0,104468
1,2021-12-03,0,637,,52410,189,12,3,2021,48125.0,164.0,59155.71428571428,182.28571428571428,41898.21428571428,138.28571428571428,28275.666666666668,106.3,414090.0,1276.0,586575.0,1936.0,848270.0,3189.0,53130.0,183.0,42172.5,127.5,19127.5,86.0,120393
1,2021-12-04,2,637,,46965,169,12,4,2021,52410.0,189.0,53438.57142857143,168.14285714285714,43820.0,144.92857142857142,29247.833333333332,109.33333333333333,374070.0,1177.0,613480.0,2029.0,877435.0,3280.0,52410.0,169.0,47545.0,151.5,19630.0,94.0,107653
1,2021-12-05,3,637,,45260,156,12,5,2021,46965.0,169.0,48932.142857142855,159.42857142857142,45691.78571428572,149.35714285714286,30439.166666666668,112.76666666666667,342525.0,1116.0,639685.0,2091.0,913175.0,3383.0,48125.0,164.0,47545.0,160.0,20402.5,95.0,99372
1,2021-12-06,1,637,,47140,130,12,6,2021,45260.0,156.0,47035.71428571428,151.85714285714286,48386.07142857143,154.85714285714286,31482.833333333332,114.8,329250.0,1063.0,677405.0,2168.0,944485.0,3444.0,47140.0,156.0,47632.5,160.0,22210.0,100.0,82810
1,2021-12-07,5,637,,63550,190,12,7,2021,47140.0,130.0,48524.28571428572,159.14285714285714,52036.07142857143,163.14285714285714,33368.666666666664,119.7,339670.0,1114.0,728505.0,2284.0,1001060.0,3591.0,47140.0,164.0,50267.5,166.5,24017.5,110.0,121030
1,2021-12-08,6,637,,55145,172,12,8,2021,63550.0,190.0,51227.857142857145,167.14285714285714,54603.57142857143,170.71428571428572,34971.333333333336,124.06666666666666,358595.0,1170.0,764450.0,2390.0,1049140.0,3722.0,48125.0,169.0,52770.0,170.5,24485.0,119.0,109564
1,2021-12-09,4,637,,73015,209,12,9,2021,55145.0,172.0,54783.57142857143,173.57142857142858,58641.78571428572,180.28571428571428,37007.833333333336,128.96666666666667,383485.0,1215.0,820985.0,2524.0,1110235.0,3869.0,52410.0,172.0,54137.5,177.5,30415.0,123.0,133133
1,2021-12-10,0,637,,58295,198,12,10,2021,73015.0,209.0,55624.28571428572,174.85714285714286,57390.0,178.57142857142858,38139.0,132.36666666666667,389370.0,1224.0,803460.0,2500.0,1144170.0,3971.0,55145.0,172.0,54137.5,177.5,36235.0,127.0,126126
1,2021-12-11,2,637,,81820,285,12,11,2021,58295.0,198.0,60603.57142857143,191.42857142857142,57021.07142857143,179.78571428571428,40412.333333333336,139.8,424225.0,1340.0,798295.0,2517.0,1212370.0,4194.0,58295.0,190.0,54137.5,177.5,40755.0,134.5,181545
1,2021-12-12,3,637,,51085,181,12,12,2021,81820.0,285.0,61435.71428571428,195.0,55183.92857142857,177.21428571428572,41584.333333333336,142.7,430050.0,1365.0,772575.0,2481.0,1247530.0,4281.0,58295.0,190.0,52770.0,176.5,46112.5,143.5,115297
1,2021-12-13,1,637,,28330,90,12,13,2021,51085.0,181.0,58748.57142857143,189.28571428571428,52892.142857142855,170.57142857142858,41320.333333333336,140.76666666666668,411240.0,1325.0,740490.0,2388.0,1239610.0,4223.0,58295.0,190.0,51747.5,170.5,46112.5,134.5,57330
1,2021-12-14,5,637,,26655,111,12,14,2021,28330.0,90.0,53477.857142857145,178.0,51001.07142857143,168.57142857142858,41517.333333333336,140.4,374345.0,1246.0,714015.0,2360.0,1245520.0,4212.0,55145.0,181.0,49605.0,170.5,46112.5,134.5,70707
1,2021-12-15,6,637,,29820,121,12,15,2021,26655.0,111.0,49860.0,170.71428571428572,50543.92857142857,168.92857142857142,42324.666666666664,143.43333333333334,349020.0,1195.0,707615.0,2365.0,1269740.0,4303.0,51085.0,181.0,49605.0,170.5,46112.5,134.5,77077
18,2021-10-15,0,411,,39160,119,10,15,2021,37080.0,152.0,42471.42857142857,170.14285714285714,38010.0,161.85714285714286,33072.833333333336,146.16666666666666,297300.0,1191.0,532140.0,2266.0,992185.0,4385.0,37080.0,152.0,38120.0,153.0,32740.0,132.0,48909
18,2021-10-16,2,411,,30615,124,10,16,2021,39160.0,119.0,41672.142857142855,165.85714285714286,37089.28571428572,157.07142857142858,33515.333333333336,146.7,291705.0,1161.0,519250.0,2199.0,1005460.0,4401.0,37080.0,127.0,36645.0,139.5,33412.5,132.0,50964
18,2021-10-17,3,411,,41040,147,10,17,2021,30615.0,124.0,38406.42857142857,151.42857142857142,37141.07142857143,153.78571428571428,34084.666666666664,148.36666666666667,268845.0,1060.0,519975.0,2153.0,1022540.0,4451.0,37080.0,127.0,36645.0,137.0,36645.0,141.0,60417
18,2021-10-18,1,411,,27400,112,10,18,2021,41040.0,147.0,32932.142857142855,128.71428571428572,36233.21428571428,148.92857142857142,34334.333333333336,149.1,230525.0,901.0,507265.0,2085.0,1030030.0,4473.0,30615.0,124.0,33412.5,126.5,36645.0,141.0,46032
18,2021-10-19,5,411,,38800,145,10,19,2021,27400.0,112.0,34293.57142857143,132.28571428571428,37208.92857142857,150.28571428571428,34663.666666666664,149.43333333333334,240055.0,926.0,520925.0,2104.0,1039910.0,4483.0,37080.0,127.0,36645.0,136.0,37940.0,146.0,59595
18,2021-10-20,6,411,,38400,120,10,20,2021,38800.0,145.0,36070.71428571428,131.28571428571428,38499.28571428572,151.28571428571428,35204.0,149.13333333333333,252495.0,919.0,538990.0,2118.0,1056120.0,4474.0,38400.0,124.0,37740.0,136.0,38600.0,146.0,49320
18,2021-10-21,4,411,,40070,149,10,21,2021,38400.0,120.0,36497.857142857145,130.85714285714286,39506.42857142857,153.92857142857142,35858.166666666664,151.1,255485.0,916.0,553090.0,2155.0,1075745.0,4533.0,38800.0,124.0,38600.0,146.0,38980.0,148.0,61239
18,2021-10-22,0,411,,26745,92,10,22,2021,40070.0,149.0,34724.28571428572,127.0,38597.857142857145,148.57142857142858,36077.166666666664,150.46666666666667,243070.0,889.0,540370.0,2080.0,1082315.0,4514.0,38400.0,124.0,37740.0,136.0,38980.0,148.0,37812
18,2021-10-23,2,411,,30820,125,10,23,2021,26745.0,92.0,34753.57142857143,127.14285714285714,38212.857142857145,146.5,36664.833333333336,152.26666666666668,243275.0,890.0,534980.0,2051.0,1099945.0,4568.0,38400.0,125.0,37740.0,126.0,38980.0,148.0,51375
18,2021-10-24,3,411,,30565,111,10,24,2021,30820.0,125.0,33257.142857142855,122.0,35831.78571428572,136.71428571428572,37093.0,153.0,232800.0,854.0,501645.0,1914.0,1112790.0,4590.0,30820.0,120.0,33950.0,124.5,38980.0,148.0,45621
18,2021-10-25,1,411,,26890,110,10,25,2021,30565.0,111.0,33184.28571428572,121.71428571428571,33058.21428571428,125.21428571428571,36594.833333333336,150.5,232290.0,852.0,462815.0,1753.0,1097845.0,4515.0,30820.0,120.0,30717.5,122.0,38600.0,146.0,45210
18,2021-10-26,5,411,,15600,63,10,26,2021,26890.0,110.0,29870.0,110.0,32081.785714285714,121.14285714285714,35764.166666666664,145.96666666666667,209090.0,770.0,449145.0,1696.0,1072925.0,4379.0,30565.0,111.0,30717.5,122.0,37740.0,136.0,25893
18,2021-10-27,6,411,,17410,62,10,27,2021,15600.0,63.0,26871.428571428572,101.71428571428571,31471.071428571428,116.5,34938.5,142.23333333333332,188100.0,712.0,440595.0,1631.0,1048155.0,4267.0,26890.0,110.0,30717.5,119.5,36645.0,126.5,25482
18,2021-10-28,4,411,,25565,91,10,28,2021,17410.0,62.0,24799.285714285714,93.42857142857143,30648.571428571428,112.14285714285714,34952.833333333336,141.5,173595.0,654.0,429080.0,1570.0,1048585.0,4245.0,26745.0,92.0,30590.0,115.5,36645.0,126.5,37401
18,2021-10-29,0,411,,11075,65,10,29,2021,25565.0,91.0,22560.714285714286,89.57142857142857,28642.5,108.28571428571429,33989.666666666664,138.33333333333334,157925.0,627.0,400995.0,1516.0,1019690.0,4150.0,25565.0,91.0,28982.5,111.5,33515.0,125.5,26715
18,2021-10-30,2,411,,11495,62,10,30,2021,11075.0,65.0,19800.0,80.57142857142857,27276.785714285714,103.85714285714286,32923.5,133.8,138600.0,564.0,381875.0,1454.0,987705.0,4014.0,17410.0,65.0,27145.0,110.5,30717.5,124.5,25482
18,2021-10-31,3,411,,16035,85,10,31,2021,11495.0,62.0,17724.285714285714,76.85714285714286,25490.714285714286,99.42857142857143,32022.166666666668,130.96666666666667,124070.0,538.0,356870.0,1392.0,960665.0,3929.0,16035.0,65.0,26817.5,101.0,30590.0,122.0,34935
18,2021-11-01,1,411,,9650,56,11,1,2021,16035.0,85.0,15261.42857142857,69.14285714285714,24222.85714285714,95.42857142857143,30893.666666666668,126.46666666666667,106830.0,484.0,339120.0,1336.0,926810.0,3794.0,15600.0,63.0,26155.0,91.5,29917.5,120.0,23016
18,2021-11-02,5,411,,16105,72,11,2,2021,9650.0,56.0,15333.57142857143,70.42857142857143,22601.785714285714,90.21428571428571,30086.666666666668,122.43333333333334,107335.0,493.0,316425.0,1263.0,902600.0,3673.0,16035.0,65.0,21487.5,88.0,28335.0,119.5,29592
18,2021-11-03,6,411,,18280,88,11,3,2021,16105.0,72.0,15457.857142857143,74.14285714285714,21164.64285714286,87.92857142857143,29359.0,119.36666666666666,108205.0,519.0,296305.0,1231.0,880770.0,3581.0,16035.0,72.0,17845.0,86.5,27145.0,115.5,36168
18,2021-11-04,4,411,,11550,60,11,4,2021,18280.0,88.0,13455.714285714286,69.71428571428571,19127.5,81.57142857142857,28906.0,117.16666666666667,94190.0,488.0,267785.0,1142.0,867180.0,3515.0,11550.0,65.0,16757.5,78.5,27145.0,112.0,24660
18,2021-11-05,0,411,,9560,51,11,5,2021,11550.0,60.0,13239.285714285714,67.71428571428571,17900.0,78.64285714285714,28546.833333333332,115.33333333333333,92675.0,474.0,250600.0,1101.0,856405.0,3460.0,11550.0,62.0,16070.0,68.5,27145.0,112.0,20961
18,2021-11-06,2,411,,7480,45,11,6,2021,9560.0,51.0,12665.714285714286,65.28571428571429,16232.857142857143,72.92857142857143,27930.5,113.1,88660.0,457.0,227260.0,1021.0,837915.0,3393.0,11550.0,60.0,15817.5,64.0,27145.0,111.5,18495
18,2021-11-07,3,411,,6600,36,11,7,2021,7480.0,45.0,11317.857142857143,58.285714285714285,14521.07142857143,67.57142857142857,26835.0,108.73333333333333,79225.0,408.0,203295.0,946.0,805050.0,3262.0,9650.0,56.0,13575.0,62.5,26817.5,110.5,14796
18,2021-11-08,1,411,,10260,46,11,8,2021,6600.0,36.0,11405.0,56.857142857142854,13333.214285714286,63.0,25970.0,105.13333333333334,79835.0,398.0,186665.0,882.0,779100.0,3154.0,10260.0,51.0,11522.5,62.0,26352.5,101.0,18906
18,2021-11-09,5,411,,7700,45,11,9,2021,10260.0,46.0,10204.285714285714,53.0,12768.92857142857,61.714285714285715,24096.666666666668,98.36666666666666,71430.0,371.0,178765.0,864.0,722900.0,2951.0,9560.0,46.0,11285.0,61.0,25762.5,91.5,18495
18,2021-11-10,6,411,,9740,60,11,10,2021,7700.0,45.0,8984.285714285714,49.0,12221.07142857143,61.57142857142857,22230.666666666668,91.33333333333333,62890.0,343.0,171095.0,862.0,666920.0,2740.0,9560.0,46.0,10667.5,60.0,21922.5,89.5,24660
18,2021-11-11,4,411,,17100,79,11,11,2021,9740.0,60.0,9777.142857142857,51.714285714285715,11616.42857142857,60.714285714285715,21825.0,89.96666666666667,68440.0,362.0,162630.0,850.0,654750.0,2699.0,9560.0,46.0,10667.5,60.0,17845.0,86.5,32469
18,2021-11-12,0,411,,14200,67,11,12,2021,17100.0,79.0,10440.0,54.0,11839.642857142857,60.857142857142854,21433.0,87.96666666666667,73080.0,378.0,165755.0,852.0,642990.0,2639.0,9740.0,46.0,10877.5,60.0,17255.0,82.0,27537
18,2021-11-13,2,411,,13020,63,11,13,2021,14200.0,67.0,11231.42857142857,56.57142857142857,11948.57142857143,60.92857142857143,20631.0,85.0,78620.0,396.0,167280.0,853.0,618930.0,2550.0,10260.0,60.0,10905.0,60.0,16602.5,75.5,25893
18,2021-11-14,3,411,,12655,63,11,14,2021,13020.0,63.0,12096.42857142857,60.42857142857143,11707.142857142857,59.357142857142854,19747.5,83.13333333333334,84675.0,423.0,163900.0,831.0,592425.0,2494.0,12655.0,63.0,10905.0,60.0,16070.0,69.5,25893
18,2021-11-15,1,411,,9960,39,11,15,2021,12655.0,63.0,12053.57142857143,59.42857142857143,11729.285714285714,58.142857142857146,19059.0,80.3,84375.0,416.0,164210.0,814.0,571770.0,2409.0,12655.0,63.0,10905.0,60.0,15817.5,66.0,16029
18,2021-11-16,5,411,,8840,48,11,16,2021,9960.0,39.0,12216.42857142857,59.857142857142854,11210.357142857143,56.42857142857143,17985.666666666668,77.0,85515.0,419.0,156945.0,790.0,539570.0,2310.0,12655.0,63.0,10110.0,55.5,14900.0,64.0,19728
18,2021-11-17,6,411,,12070,67,11,17,2021,8840.0,48.0,12549.285714285714,60.857142857142854,10766.785714285714,54.92857142857143,17474.666666666668,75.5,87845.0,426.0,150735.0,769.0,524240.0,2265.0,12655.0,63.0,10110.0,55.5,13610.0,64.0,27537
18,2021-11-18,4,411,,21490,87,11,18,2021,12070.0,67.0,13176.42857142857,62.0,11476.785714285714,56.857142857142854,16897.666666666668,73.56666666666666,92235.0,434.0,160675.0,796.0,506930.0,2207.0,12655.0,63.0,10110.0,55.5,13610.0,64.0,35757
